id,rotulo,texto
3667,FALSO,a clock on the side of a building . a clock on the side of a building a clock on the side of the building .
93,VERDADE,a man is sitting at a table with a pizza . a man is holding a large piece of pizza a man is sitting at a table with a box of pizza .
194,VERDADE,a couple of people sitting on a bench . two people sitting on a bench near the water . two people sitting on a bench near the water
424,VERDADE,a group of people standing around each other . a group of people standing around a table . a group of people standing around each other in a room .
897,VERDADE,a collage of pictures of a man holding a wii game controller . a collage of photos of a man holding a wii game controller . a collage of photos of a man holding a wii remote .
1473,VERDADE,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a wall . a man in a suit and tie standing in front of a microphone .
1984,VERDADE,a group of people walking down a street . a group of people standing on top of a snow covered field . a group of people walking down a street next to tall buildings .
2524,VERDADE,a man and a woman standing next to each other . a man and a woman posing for a picture . a man and a woman posing for a picture
2723,VERDADE,a bunch of green and green plants in a field a bunch of green and green plants in the grass a bunch of green and green grass with some plants
3349,VERDADE,a tree filled with lots of green leaves . a tree filled with lots of green plants . a tree filled with lots of green and green leaves .
3647,VERDADE,a group of young children sitting on a couch . a group of people sitting on a couch playing a game . a group of people sitting on a couch playing a video game .
3770,VERDADE,a man standing on a sidewalk next to a clock tower . a man standing on a sidewalk in front of a clock tower . a man standing on a sidewalk in front of a building .
439,FALSO,a room filled with lots of furniture and clutter . a room filled with lots of furniture and a bed . a room filled with lots of furniture and a desk .
1532,FALSO,a man in a suit and tie holding a cat . a man wearing a hat and glasses holding a cat . a man in a suit and tie holding a cat
1811,FALSO,a man holding a knife and cutting a piece of cake . a man holding a knife and cutting a piece of food . a man holding a knife and cutting a piece of wood .
3446,FALSO,a group of people sitting around a table . a group of people sitting around a table with food . a group of people sitting around a table with wine glasses .
246,VERDADE,a wooden bench sitting in front of a building . a wooden bench sitting in front of a brick building . a wooden bench in front of a brick building .
724,VERDADE,a group of people standing around a table . a group of people standing around a table filled with cakes . a group of people standing around a cake
764,VERDADE,a close up of a person holding a pair of scissors a close up of a person holding a tennis racket a close up of a stop sign with a sticker on it
2910,VERDADE,a man in a suit and tie holding a microphone . a man in a suit and tie standing in front of a microphone . a man in a suit and tie holding a microphone
3080,VERDADE,a group of people standing on top of a tennis court . a group of people standing next to each other on a tennis court . a group of people standing on top of a tennis court holding racquets .
2144,FALSO,a sign that says `` <UNK> '' on it 's side . a sign that says `` <UNK> '' on a wall . a sign that says `` <UNK> '' on the side of it .
2485,FALSO,a close up of a person holding a frisbee a close up of a tennis player with a racket a close up of a baseball player with a bat
1140,VERDADE,a bunch of flowers that are in a vase . a bunch of flowers that are sitting on a table . a bunch of flowers that are in a vase
1801,VERDADE,a group of people standing next to each other . a group of people standing around a table . a group of people standing next to each other in a room .
2560,VERDADE,a little girl sitting in front of a cake . a little girl sitting in a chair with a teddy bear . a little girl sitting in a chair with a teddy bear
2919,VERDADE,a man walking a dog on a leash . a man and a dog are standing on a sidewalk . a man and a dog are standing in a field .
3245,VERDADE,a person holding a pair of scissors in their hands . a person is holding a pair of scissors . a person holding a pair of scissors in their hand .
2744,FALSO,a poster of a man holding a skateboard . a poster of a man holding a sign . a poster of a man in a suit and tie .
3258,FALSO,a close up of a person holding a pair of scissors a close up of a person wearing a tie a close up of a person with a tie
50,VERDADE,a cup of coffee sitting on top of a table . a cup of coffee sitting on top of a table next to a cup . a cup of coffee sitting on a table next to a cup .
2034,VERDADE,a man standing next to a white truck . a man standing next to a truck on a road . a man standing next to a truck on a street .
2542,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie is smiling
3144,VERDADE,a man and a woman standing next to each other . a man and a woman playing a video game . a man and a woman standing in a living room .
3912,VERDADE,a large red truck with a big red roof . a large red truck with a big blue roof . a large red truck with a big red roof
890,FALSO,a fruit stand with a variety of fruits and vegetables . a fruit stand with a variety of fruits . a fruit stand with a variety of fruits and vegetables
2235,FALSO,a black and white photo of a woman sitting on a bench . a black and white photo of a woman sitting on a bench a black and white photo of a man and a woman
3117,FALSO,a man wearing a tie and a white shirt . a man wearing a tie and a shirt . a man with a tie and a shirt .
30,VERDADE,a soccer player is kicking a soccer ball . a soccer player is kicking a soccer ball a soccer player is kicking a ball on the field .
1210,VERDADE,a man standing on a beach holding a surfboard . a man standing on a beach with a surfboard . a man standing on the beach with a surfboard .
1774,VERDADE,a horse pulling a carriage down a street . a horse pulling a carriage with people on it a horse pulling a carriage with people on it .
2679,VERDADE,a bunch of scissors that are on a table . a bunch of knives hanging on a wall . a bunch of knives hanging on a wall
3000,VERDADE,a close up of a pair of scissors a close up of a kite with a sky background a close up of a pair of scissors on a table
3611,VERDADE,a woman riding a bike with a basket on it . a woman riding a bike with a basket on it a woman riding a bike with a basket on the back
2110,FALSO,a man walking down a street holding a skateboard . a man walking down the street with a suitcase . a man walking down a street holding a suitcase .
3085,FALSO,a black and white photo of a group of people . a black and white photo of a group of people a black and white photo of a man and a woman
3101,FALSO,a man standing on top of a skateboard ramp . a man standing on top of a stage with a snowboard . a man standing on top of a stage with a skateboard .
371,VERDADE,a man and woman sitting on a bench . two men sitting on a bench in a park . two men sitting on a bench in a park
821,VERDADE,a man in a suit is holding a glass of wine . a man in a suit is holding a glass a man in a suit and tie holding a glass of wine .
1469,VERDADE,a person holding a pair of scissors in their hands . a person holding a pair of scissors in their hand . a person holding a pair of scissors in their hands
1790,VERDADE,a group of people standing next to each other . a group of people standing next to each other on a street . a group of people standing next to each other in front of a building .
2272,VERDADE,a man and a dog sitting on a bench . a man and a dog are sitting on a bench . a man and a dog are sitting on a bench
3094,VERDADE,a group of people standing around a large white boat . a group of people standing next to a large white boat . a group of people standing next to a large cruise ship .
2408,FALSO,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie is smiling
2628,FALSO,a man standing on a sidewalk holding a skateboard . a man standing in the snow with a skateboard . a man standing in the snow with a snowboard .
3747,FALSO,a black and white photo of a man on a skateboard . a black and white photo of a person on a skateboard . a black and white photo of a man on a skateboard
452,VERDADE,a pizza sitting on top of a white plate . a pizza sitting on top of a white plate on a table . a pizza sitting on top of a white plate on top of a table .
649,VERDADE,a man standing in a room holding a wii controller . a man standing in front of a table holding a nintendo wii controller . a man standing in front of a table holding a nintendo wii game controller .
1053,VERDADE,a man standing on a snow covered slope holding a snowboard . a man standing on a snow board holding a snowboard . a man standing on a snow covered slope holding a skateboard .
1074,VERDADE,a group of horses standing on top of a snow covered field . a group of horses standing in the snow . a group of horses standing on top of a sandy beach .
1163,VERDADE,a man riding a skateboard down a street . a man riding a skateboard down a sidewalk . a man riding a skateboard down the side of a road .
1667,VERDADE,a woman wearing a hat and a tie . a woman wearing a hat and a tie a woman in a black dress and a black tie
2132,VERDADE,a man and a woman standing next to each other . a group of people standing around a table . a man and a woman standing next to each other in a room .
2145,VERDADE,a group of colorful kites hanging from a ceiling . a group of colorful kites hanging from the ceiling . a group of colorful kites hanging from a roof .
2231,VERDADE,a close up of a stop sign with a sky background a close up of a sign with a sky background a close up of a stop sign with a sign on it
2384,VERDADE,a group of lawn chairs sitting on top of a sandy beach . a group of lawn chairs sitting on top of a beach . a group of lawn chairs sitting next to each other .
3059,VERDADE,a man riding a snowboard down a snow covered slope . a man riding a snowboard down the side of a snow covered slope . a person on a snowboard in the snow .
3170,VERDADE,a group of people standing on top of a lush green field . a group of people standing on top of a grass covered field . a group of people standing on top of a grass field .
379,FALSO,a man taking a picture of himself in a mirror . a man taking a picture of himself in the mirror . a man taking a picture of himself in a mirror
1022,FALSO,a close up of a cake on a table a close up of a cake with a knife a close up of a cake shaped like a train
1550,FALSO,a man wearing a hat and holding a teddy bear . a man with a teddy bear on his head . a man with a teddy bear on his head
1981,FALSO,a man in a suit and tie standing in front of a microphone . a man in a suit and tie standing in front of a microphone a man in a suit and tie standing in a room .
2795,FALSO,a collage of photos with a person holding a cell phone a collage of photos with a person holding a sign a collage of photos with a person holding a camera
3155,FALSO,a couple of women standing next to each other . a couple of women standing next to each other holding wii controllers . a couple of women standing in a room .
569,VERDADE,a group of people sitting around a table eating food . a group of people standing around a table with food . a group of people sitting around a table with food .
640,VERDADE,a blue and white plate with some food on it a large white plate with a bunch of food on it . a blue and white plate with some food
961,VERDADE,a man in a suit standing in front of a bus . a man in a suit and tie standing in front of a bus . a man in a suit standing in front of a bus
2298,VERDADE,a large body of water with a clock tower on top of it . a large body of water with a clock tower in the background . a large body of water with a clock tower in the middle of it .
381,FALSO,a picture of a man in a suit and tie . a picture of a man in a suit and tie a picture of a man in a suit .
515,FALSO,a man in a suit and tie holding a microphone . a man in a suit and tie holding a microphone a man in a blue shirt and tie holding a microphone .
587,FALSO,a group of teddy bears sitting on top of each other . a group of teddy bears dressed in costumes . a group of teddy bears sitting on top of a table .
796,FALSO,a picture of a sign that reads `` <UNK> '' . a picture of a sign that says `` <UNK> '' . a picture of a sign that reads `` <UNK> ''
3025,FALSO,a pizza sitting on top of a wooden cutting board . a close up of a pizza on a pan a close up of a pizza on a pan on a table
43,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie is smiling
65,VERDADE,a man wearing a tie and a hat . a man wearing a tie and a shirt . a man wearing a tie and a hat
240,VERDADE,a pile of luggage sitting on top of a wooden floor . a shopping cart filled with lots of different types of luggage . a pile of luggage sitting on top of a wooden table .
1191,VERDADE,a red stop sign sitting on the side of a road . a red stop sign sitting on the side of a street . a red stop sign sitting on top of a pole .
1364,VERDADE,a man sitting at a table with a plate of food . a man sitting at a table with a cup of coffee . a man sitting at a table with a plate of food
2056,VERDADE,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a wall . a man in a suit and tie standing in front of a microphone .
3046,VERDADE,a group of people sitting on top of a sandy beach . a group of people sitting on top of a lush green field . a group of people sitting on top of a beach .
3532,VERDADE,a person holding a nintendo wii game controller . a person is holding a video game controller . a person holding a nintendo wii game controller
3548,VERDADE,a group of people standing in a field . a group of people standing on top of a sandy beach . a group of people standing on top of a field .
827,FALSO,a collage of photos of a man and a woman . a collage of photos of a man and a woman a collage of photos of a person holding a tennis racket .
2159,FALSO,a person riding a horse on a beach a person riding a horse on a dirt road . a person riding a horse on a dirt road
2706,FALSO,a group of people standing on top of a beach . a group of people on a beach with surfboards a group of people standing on top of a beach with surfboards .
3069,FALSO,a man in a suit and tie holding a cell phone . a man in a suit and tie holding a cell phone a man in a suit and tie is holding a cell phone .
3586,FALSO,a black and white photo of a baseball team . a black and white photo of a baseball team a black and white photo of a group of people sitting on a bench .
162,VERDADE,a group of people riding bikes down a street . a group of people riding motorcycles down a street . a group of people standing around a motorcycle .
1083,VERDADE,a sign that is on the side of a building . a sign that is on the side of a pole . a sign that is on the side of a road .
2737,VERDADE,a close up of a nintendo wii remote a close up of a nintendo wii game console a close up of a nintendo wii game system
2834,VERDADE,a man standing next to a dog on a leash . a man standing next to a black and white dog . a man standing next to a black and white dog on a leash .
671,FALSO,a man riding a wave on top of a surfboard . a man riding a kiteboard over a body of water . a man riding a kiteboard on top of a wave .
959,FALSO,a statue of a bear sitting on top of a wooden bench . a statue of a bear sitting on top of a wooden table . a statue of a bear sitting on a wooden bench
3920,FALSO,a black and white photo of a clock a black and white photo of a group of people a black and white photo of a man in a suit
350,VERDADE,a man and a woman standing next to a dog . a man and a woman standing next to a cow . a man and a woman are standing next to a cow .
2759,VERDADE,a close up of a tennis racket on a court a close up of a tennis racket on a tennis court a close up of a stop sign with a sky background
3915,VERDADE,a man is holding a frisbee in his hand . a man is holding a frisbee in his hands . a person is holding a frisbee in a field .
2171,FALSO,a close up of a pair of scissors a close up of a cake on a table a close up of a pair of scissors on a table
262,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie is smiling a man in a suit and tie standing in a room .
609,VERDADE,a car parked on the side of the road . a car is parked on the side of the road . a car is parked on the side of the road
1687,VERDADE,a train traveling down tracks next to a river . a train on a bridge over a body of water . a train traveling down tracks next to a bridge .
1775,VERDADE,a group of people sitting around a table . a group of people sitting around a table with wine glasses . a group of people sitting around a table with food .
1854,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie is smiling
2431,VERDADE,a clock that is on the side of a wall . a clock that is on the side of a building . a clock that is on top of a table .
2448,VERDADE,a group of people sitting around a table . a group of people sitting around a table eating food . a group of people sitting around a table eating pizza .
2657,VERDADE,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a wall . a man in a suit and tie standing in front of a microphone .
2990,VERDADE,a train that is sitting on a track . a train that is sitting on a train track . a train that is sitting on a train track
3585,VERDADE,a blue and yellow fire hydrant sitting in the grass . a blue and yellow fire hydrant sitting on the side of a road . a blue and yellow fire hydrant sitting in the middle of a field .
893,FALSO,a man in a suit and tie holding a cell phone . a man in a suit and tie holding a cell phone a man in a suit and tie is holding a cell phone .
888,VERDADE,a woman holding a glass of wine in front of her . a woman holding a glass of wine next to a man . a woman holding a glass of wine in front of her
953,VERDADE,a bunch of green bananas hanging from a tree . a bunch of bananas hanging from a tree . a bunch of green bananas hanging from a tree
2758,VERDADE,a man holding a cell phone up to his ear . a man holding a baseball bat in his hands . a man holding a cell phone up to his ear
1092,FALSO,a group of people standing on top of a beach . a group of people standing on top of a field . a group of people standing on top of a beach next to surfboards .
3619,FALSO,a close up of a stop sign with a sky background a close up of a street sign with a sky background a close up of a stop sign with a sticker on it
3809,FALSO,a picture of a man in a suit and tie . a picture of a man in a suit and tie a picture of a man in a blue shirt and tie .
708,VERDADE,a pair of scissors and a pair of scissors . a pair of scissors and a pair of scissors a pair of scissors and a note on a table .
2403,VERDADE,a man is holding a glass of wine . a man is holding a glass of wine a person is holding a glass of wine
2654,VERDADE,a close up of a person holding a pair of scissors a close up of a pair of scissors a close up of a pair of scissors on a table
404,FALSO,a group of people standing around a pile of bananas . a group of people standing around a pile of books . a group of people standing around a bunch of bananas .
420,FALSO,a group of men standing next to each other . a group of men standing next to each other in a room . a group of men standing next to each other in a field .
1517,FALSO,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a wall . a man in a suit and tie standing in front of a door .
1749,FALSO,a man holding a tennis racquet on a tennis court . a man holding a tennis racquet on top of a tennis court . a man holding a tennis racquet on a court .
2129,FALSO,a group of people standing next to each other . a statue of a man holding a baseball bat . a statue of a man holding a baseball bat
3588,FALSO,a black and white photo of people on a street . a black and white photo of a group of people a black and white photo of people on a street
777,VERDADE,a person holding a bottle of wine in their hand . a hand holding a bottle of wine in front of a window . a person holding a bottle of wine in their hand
986,VERDADE,a group of men standing next to each other . a group of men standing next to each other in a room . a group of men standing next to each other in front of a building .
1229,VERDADE,a man sitting in front of a laptop computer . a man sitting in front of a computer monitor . a man sitting at a desk with a laptop computer .
1876,VERDADE,a man in a suit and tie sitting at a table . a man in a suit and tie sitting in a chair . a man in a suit and tie sitting in front of a microphone .
2452,VERDADE,a man and a woman standing next to each other . a man and a woman standing next to each other in a room . a man in a suit and tie standing next to a woman .
2928,VERDADE,a person holding a doughnut in their hand . a person holding a doughnut in their hands . a person holding a donut with sprinkles on it .
2570,FALSO,a man is sitting on a surfboard in the water . a man is sitting on a surfboard in the water a man is sitting on a surfboard in the ocean .
2751,FALSO,a blue and gold clock on a wall . a blue and gold clock on a wall a blue and gold clock on a white wall
3819,FALSO,a group of birds perched on top of a tree branch . a group of birds perched on a tree branch . a group of birds sitting on a tree branch .
3900,FALSO,a group of men standing next to each other . a group of men standing next to each other on a street . a group of men standing next to each other in front of a building .
1800,VERDADE,a man riding a motorcycle down a dirt road . a man riding a dirt bike on a dirt road . a man riding a dirt bike on top of a dirt road .
2004,VERDADE,a group of people sitting in a room . a group of people sitting on a couch with remotes . a group of people sitting on a couch with a laptop .
3509,VERDADE,a man and a woman petting a sheep . a man standing next to a brown horse . a man and a woman petting a sheep
3700,VERDADE,a man cutting a cake with a knife . a man cutting a cake on a table . a man is cutting a cake with a knife .
3752,VERDADE,a dog laying on the ground with a toy . a dog laying on the ground with a toy a dog laying on the ground next to a person .
3768,VERDADE,a group of people sitting around a table with laptops . a group of people in a room with a laptop . a group of people standing around a table with a laptop .
3865,VERDADE,a close up of a black and silver suitcase . a close up of a black suitcase on the ground . a close up of a black and silver suitcase
444,FALSO,a close up of a street sign with a sky background a close up of a stop sign with graffiti on it a close up of a stop sign with graffiti
1419,FALSO,a man in a suit and tie holding a sign . a man in a suit and tie standing in front of a sign . a man in a suit and tie holding a sign
1691,FALSO,a group of people standing next to each other . a group of people standing in front of a building . a group of people standing next to each other in front of a building .
1698,FALSO,a man standing next to a red fire hydrant . a man standing next to a fire hydrant . a man standing next to a fire truck .
1808,FALSO,a black and white photo of a man holding a sign . a black and white photo of a man and a woman a black and white photo of a man holding a sign
2626,FALSO,a giraffe standing next to a tree in a forest . a giraffe standing next to a lush green forest . a giraffe standing next to a tree in the forest .
3319,FALSO,a man standing in the woods holding a snowboard . a man standing in a field with a snowboard . a man standing in the woods with a snowboard .
567,VERDADE,a person flying a kite in a blue sky . a person flying a kite in a field . a person flying a kite in the sky .
1056,VERDADE,a vase filled with flowers on top of a table . a vase of flowers sitting on a table . a vase filled with flowers on a table .
1176,VERDADE,a man standing in front of a tv holding a wii controller . a man standing in front of a tv holding a microphone . a man standing in front of a tv holding a nintendo wii controller .
1486,VERDADE,a group of people standing in a room . a group of people sitting around a table . a group of people standing in a room with remotes .
1551,VERDADE,a group of people sitting around a table . a group of people sitting around a table with food . a group of people sitting around a table with a cake .
1578,VERDADE,a couple of men standing next to each other . a couple of men standing next to each other in a room . a man and a woman are standing together .
1816,VERDADE,a man and a woman standing next to each other . a man and a woman posing for a picture . a man and a woman posing for a picture
2076,VERDADE,a group of chickens standing on top of a grass covered field . a group of birds standing on top of a wooden table . a group of chickens standing on top of a grass field .
2345,VERDADE,a woman walking down a sidewalk next to a building . a woman walking down a street next to a building . a woman walking down a sidewalk next to a brick building .
3448,VERDADE,a group of men standing next to each other . a man and a woman standing next to each other . a group of people standing around a table .
3777,VERDADE,a close up of a pair of scissors a close up of a pair of scissors on a table a close up of a pair of scissors on a surface
995,FALSO,a man flying a kite in a park . a man is flying a kite in the sky . a man is flying a kite in a field .
1611,FALSO,a group of people sitting around a table . a group of people sitting around a table together . a group of people sitting around a table with wine glasses .
1902,FALSO,a man wearing a tie and a white shirt . a man wearing a tie and a shirt . a man wearing a tie and a black shirt .
2977,FALSO,a kite that is flying in the air . a kite that is flying in the sky . a colorful kite flying in a blue sky .
1172,VERDADE,a city street at night with a traffic light . a city street at night with a clock tower in the background . a city street at night with a traffic light
1764,VERDADE,a police car parked on the side of the road . a police car parked on the side of a street . a police car parked on the side of a road .
3316,VERDADE,a group of people standing around each other . a group of people standing around each other holding racquets . a man in a suit and tie holding a cell phone .
3807,FALSO,a couple of men standing next to each other . a man and a woman standing next to each other . a couple of men standing next to each other in a room .
1007,VERDADE,a picture of a plane flying in the sky . a picture of a plane in the sky . a picture of a plane flying in the air .
3841,VERDADE,a couple of men standing on top of a lush green field . a couple of people that are standing in the grass . a couple of men standing on top of a grass covered field .
245,FALSO,a group of men playing a game of basketball . a group of men playing a game of frisbee . a group of young men playing a game of frisbee .
1212,FALSO,a man is standing in front of a sign a man is standing in front of a sign . a man standing next to a sign on a street .
1263,FALSO,a close up of a stop sign with a sky background a close up of a sign with a sky background a close up of a stop sign with a sticker on it
1281,FALSO,a group of people sitting at a table with laptops . a group of people sitting at a table with a laptop . a group of people sitting at a table with laptops
2662,FALSO,a black and white photo of a boat in the water . a black and white photo of a ship in the water . a black and white photo of a boat in the water
2672,FALSO,a young boy holding a baseball bat in his hands . a young boy holding a tennis racquet in his right hand . a young boy holding a tennis racquet on a tennis court .
2986,FALSO,a black and white photo of a person holding a book . a black and white photo of a man holding a book . a black and white photo of a person holding a book
3435,FALSO,a young boy is sitting on a toilet . a young boy sitting on a toilet with a skateboard . a young boy is sitting on a toilet with a skateboard .
3511,FALSO,a black and white photo of a man in a suit . a black and white photo of a man in a suit and tie a black and white photo of a man in a suit
120,VERDADE,a large black bear standing next to a tree . a large black bear sitting on top of a rock . a large black bear sitting on top of a wooden fence .
127,VERDADE,a bunch of kites that are in the air . a bunch of kites that are flying in the air . a bunch of kites that are in the sky .
2290,VERDADE,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a building . a man in a suit and tie standing in a kitchen .
2322,VERDADE,a man standing on a beach holding a surfboard . a man carrying a surfboard on top of a beach . a man carrying a surfboard on top of a sandy beach .
3284,VERDADE,a woman holding a knife and cutting a cake . a woman is holding a knife and cutting a cake . a woman holding a knife and cutting a cake
3662,VERDADE,a collage of photos of a woman holding a tennis racket . a collage of photos of a woman holding a tennis racket a collage of photos with a woman holding a pair of scissors
1071,FALSO,a black and white photo of a man on a motorcycle . a black and white photo of a man on a motorcycle a black and white photo of a man with a surfboard
1518,FALSO,a man in a suit and tie standing in a room . a man in a suit and tie holding a camera . a man in a suit and tie standing in front of a wall .
1906,FALSO,a man and a woman standing next to each other . a man and a woman standing next to each other in a room . a man and a woman standing next to each other in front of a table .
158,VERDADE,a black and white photo of a bathroom a black and white photo of a small bathroom a black and white photo of a bathroom with a toilet
736,VERDADE,a close up of a person with a frisbee a close up of a person holding a baseball glove a close up of a person holding a baseball bat
923,VERDADE,a man in a suit standing in front of a sign . a man in a suit standing in front of a sign a man in a suit and tie standing next to a sign .
2429,VERDADE,a group of people standing in front of a tv . a group of people standing in front of a television . a group of people standing in front of a tv playing a video game .
3483,VERDADE,a black and white photo of a city street a black and white photo of a street with an umbrella . a black and white photo of a street with an umbrella
692,FALSO,a stop sign that has a sign on it . a stop sign that has a sign on it a red stop sign with a blue sign on it .
1497,FALSO,a man in a suit and tie holding a book . a man in a suit and tie holding a book a man in a suit and tie is holding a book .
1588,FALSO,a picture of a man in a suit and tie . a man standing in front of a store window . a picture of a man in a suit and tie
2167,FALSO,a clock on a wall in a room . a clock on a wall in a room a sign that reads `` <UNK> '' on a building .
2897,FALSO,a cell phone sitting on top of a table . a cell phone sitting on top of a table next to a tv . a cell phone sitting on a table next to a tv .
3022,FALSO,a man and a woman playing a video game . a man and a woman playing a video game a man and a woman are playing a video game
3033,FALSO,a group of young girls standing next to each other . a group of young people standing around a table . a group of people standing around a table with a cake .
288,VERDADE,a man standing in front of a building . a man standing in front of a building with a clock . a man standing in front of a building with a sign on it .
529,VERDADE,a man riding a skateboard up the side of a ramp . a man riding a skateboard down the side of a ramp . a man riding a skateboard down a ramp .
1202,VERDADE,a bunch of broccoli growing on a tree . a bunch of broccoli growing in the ground . a bunch of broccoli growing in a garden .
1944,VERDADE,a man standing in a room with a clock . a man standing in front of a mirror in a room . a man standing in front of a mirror holding a camera .
2047,VERDADE,a close up of a pair of scissors a close up of a person holding a pair of scissors a close up of a pair of scissors on a bed
3598,VERDADE,a vase with flowers in front of a window . a vase with flowers sitting on a window sill . a vase with flowers in front of a window
3861,VERDADE,a group of people sitting around a table . a group of people standing around a table a group of people sitting at a table with cell phones .
380,FALSO,a woman holding a wii controller in her hands . a woman holding a wii remote in her hand . a woman holding a wii remote in her hands .
549,VERDADE,a piece of cake sitting on top of a white plate . a piece of cake sitting on top of a plate . a piece of cake on a plate with a fork .
613,VERDADE,a man standing next to a fire hydrant . a man standing next to a red fire hydrant . a man standing next to a red fire hydrant
706,VERDADE,a man and a woman are riding a horse . a man and a woman are riding a horse a man and a woman are holding a horse .
1979,VERDADE,a sign that reads `` <UNK> '' on the side of a building . a sign that reads `` <UNK> '' on a pole . a sign that reads `` <UNK> '' is on a pole .
2346,VERDADE,a woman holding a snowboard on top of a snow covered slope . a woman holding a snowboard in the snow . a woman holding a snowboard in the snow
2555,VERDADE,a refrigerator filled with lots of food and drinks . a refrigerator filled with lots of bottles of alcohol . a refrigerator filled with lots of bottles of wine .
3016,VERDADE,a group of men standing next to each other . a group of men standing next to each other in a room . a group of men standing next to each other in front of a microphone .
3722,VERDADE,a person flying a kite in a field . a person flying a kite on a beach . a person flying a kite in a field
231,FALSO,a man and a woman sitting on a couch . a man and a woman sitting on a bench . a man and a woman sitting on a couch with a dog .
3679,FALSO,a man in a suit and tie holding a microphone . a man in a suit and tie standing in front of a microphone . a man in a suit and tie holding a microphone
3893,FALSO,a person sitting on a bench in front of a building . a person sitting on a bench in front of a building a person sitting on a bench with a laptop
683,VERDADE,a statue of a man sitting on a bench . a statue of a man sitting on top of a bench . a statue of a man sitting on top of a wooden bench .
754,VERDADE,a person holding a pair of scissors in their hands . a man holding a pair of scissors in his hands . a person is holding a pair of scissors
818,VERDADE,a close up of a pair of scissors a close up of many different colored scissors a close up of a pair of scissors on a table
898,VERDADE,a close up of a pair of scissors a close up of a stop sign with a sticker on it a close up of a pair of scissors on a table
990,VERDADE,a group of people standing in front of a sign . a group of people standing in front of a building . a group of people standing in front of a large building .
1417,VERDADE,a bird sitting on top of a wooden table . a bird sitting on top of a wooden table a bird sitting on top of a table next to a book .
1721,VERDADE,a red stop sign sitting on the side of a road . a red stop sign sitting on top of a metal pole . a red stop sign sitting on top of a pole .
3325,VERDADE,a car parked on the side of the road . a car parked on the side of a road next to a fire hydrant . a car parked on the side of a road next to a building .
1416,FALSO,a man holding a cell phone up to his ear . a man holding a cell phone up to his ear a man holding a cell phone in his hand .
2210,FALSO,a black and white photo of a man and a dog a black and white photo of a man and a dog . a black and white photo of a man and a woman .
2625,FALSO,a man in a suit and tie standing in front of a microphone . a man in a suit and tie holding a microphone . a man in a suit and tie standing in a room .
363,VERDADE,a person holding a kite in the air a person holding a kite in the air . a person is holding a kite in the air .
681,VERDADE,a group of people standing around a laptop computer . a group of people standing around a computer . a group of people standing around a laptop computer
899,VERDADE,a pair of scissors sitting on top of a wooden table . a pair of scissors sitting on top of a table . a pair of scissors sitting on top of a piece of paper .
1432,VERDADE,a bunch of items that are on a table . a bunch of items that are sitting on a table . a bunch of items that are on a table
1759,VERDADE,"a bathroom with a shower and a toilet . a bathroom with a toilet and a shower . a bathroom with a shower , toilet and sink ."
1777,VERDADE,a person holding a tennis racket in their hand . a person holding a tennis racket in their hands . a person holding a tennis racquet in their hand .
1787,VERDADE,a person sitting on a bench with a laptop a person sitting on a bench with a laptop . a group of people sitting on a bench in a park .
2269,VERDADE,a building with a clock on the side of it . a building with a clock on the side of it a building with a clock on top of it .
2642,VERDADE,a group of men standing next to each other . a group of people standing next to each other . a group of people standing around each other .
3227,VERDADE,a group of men standing next to each other . a group of men standing next to each other on a field . a group of men standing next to each other in a field .
170,FALSO,a man standing next to a red truck . a man standing in front of a fire truck . a man standing in front of a fire truck
2568,FALSO,a woman wearing a blue shirt and a tie . a woman wearing a blue shirt and tie . a woman wearing a blue shirt and a red tie .
463,VERDADE,a sign that reads `` <UNK> '' on the side of a building . a sign that reads `` <UNK> '' on a building . a sign that reads `` <UNK> '' on a wall .
1228,VERDADE,a man sitting in a chair holding a dog . a man sitting in a chair with a dog in his lap . a man sitting in a chair with a dog on his lap .
1727,VERDADE,a white vase with flowers on top of it . a white vase with flowers on top of it a white vase with flowers on it sitting on a table .
1765,VERDADE,a man sitting on a motorcycle with a dog . a man sitting on a motorcycle with a dog in his lap . a man sitting on a motorcycle with a dog on his lap .
2271,VERDADE,a picture of a remote control on a table . a picture of a remote control on a shelf . a picture of a remote control on a desk .
2685,VERDADE,a large white sheep standing on top of a dirt field . a large white sheep standing on top of a grass covered field . a large white sheep standing on top of a cement ground .
3049,VERDADE,a picture of a person holding a pair of scissors . a picture of a person holding a cell phone . a picture of a person holding a pair of scissors
214,FALSO,a sign that is on the side of a building . a sign that is on the side of a wall . a sign that is on the side of a street .
1122,FALSO,a car parked on the side of a road next to a boat . a car parked on the side of a road next to a beach . a car parked on the side of the road with a dog on the beach .
1269,FALSO,a man standing on top of a lush green field . a man standing on a sidewalk next to a fire hydrant . a man standing on a sidewalk next to a fire hydrant
