id,texto,rotulo
1412,Unicamp 2021: comissão divulga prazo para pedidos de isenção e estende benefício a novos cursos. um grupo de pessoas sentadas ao redor de uma mesa. um grupo de pessoas sentadas ao redor de uma mesa com laptops. um grupo de pessoas sentadas em uma mesa com laptops.,VERDADEIRO
1414,Coronavírus: Unicamp registra 300 pedidos para emprestar equipamentos em ações remotas e monitora impacto econômico. Um homem parado na frente de um prédio com um sinal. De pé ao lado de uma árvore com um monte de bananas. De pé ao lado de uma árvore com um monte de bananas.,VERDADEIRO
1415,"Nova York decide manter escolas fechadas pelo resto do ano letivo, em meio à expansão de casos de coronavírus. um homem andando de skate em uma rua. um homem andando de skate em uma rua. um homem montando um skate em uma estrada.",VERDADEIRO
1417,"Unicamp diz que apoio ao uso da cloroquina contra coronavírus se baseia em evidências frágeis. um grande grupo de pessoas de pé em torno de um grande prédio. um grande grupo de pessoas, de pé em torno de um grande prédio, um grande grupo de pessoas está reunido em torno de uma grande árvore.",VERDADEIRO
1418,"Janio Macedo, secretário de Educação Básica, pede demissão do MEC. um grupo de pessoas ao redor de uma mesa. um grupo de pessoas em volta de uma mesa com um bolo. um grupo de homens em volta de uma mesa com um bolo.",VERDADEIRO
1419,"Estados adotam plataformas online e aulas na TV aberta para levar conteúdo a estudantes em meio à pandemia de coronavírus. Uma pessoa segurando um celular em suas mãos. uma pessoa segurando um celular na mão, uma pessoa segurando um celular na frente de um laptop.",VERDADEIRO
1421,"Para enfrentar quarentena, alunos da Unesp e UFSCar recriam faculdades em realidade virtual. Um sinal que está do lado de um prédio. Um sinal que está em cima de um poste. Um sinal que está em um poste na frente de um prédio.",VERDADEIRO
1422,Coronavírus: serviço de orientação da Unicamp recebe 300 ligações em uma semana e alunos da PUC atendem via chat; tire dúvidas. Um homem de terno e gravata de pé no campo. Um homem de terno e gravata parado em uma floresta. Um homem de terno e gravata está sorrindo.,VERDADEIRO
1423,Coronavírus: Justiça manda bancos suspenderem cobrança de empréstimos de aposentados. um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé em uma sala. um grupo de pessoas de pé ao lado uma da outra em uma sala.,VERDADEIRO
1430,Agências da Caixa voltam a registrar filas e aglomerações para saques do auxílio emergencial em Fortaleza. um grupo de pessoas ao redor de uma mesa. um grupo de pessoas sentadas ao redor de uma mesa. um grupo de pessoas ao redor de uma mesa com comida.,VERDADEIRO
1433,Preço do petróleo americano despenca e opera em terreno negativo pela primeira vez na história. Uma placa de semáforo e rua em um poste. Um sinal de trânsito com uma placa de rua ligada a ele. Um sinal de trânsito com uma placa de rua.,VERDADEIRO
1439,"Recessão aumentou mortes em cidades onde gasto com assistência e saúde foi menor, diz estudo. Um monte de barcos que estão na água. um monte de barcos que estão sentados na água. Um bando de barcos flutuando na água.",VERDADEIRO
1442,Famílias com renda de cerca de R$ 3 mil devem ter maior perda de consumo com crise do coronavírus. Um grupo de pessoas andando pela rua. Um grupo de pessoas andando por uma rua perto de prédios altos. Um grupo de pessoas andando por uma rua ao lado de um prédio.,VERDADEIRO
1445,Produção comercial de castanhas na Amazônia ajuda na recuperação de florestas e movimenta economia local. Um grupo de pessoas no topo de um campo verde exuberante. Uma pessoa voando uma pipa em um parque. Uma pessoa voando uma pipa em um campo.,VERDADEIRO
1460,Coronavírus interrompe série histórica de Viracopos e total de passageiros reduz 31% em março. uma estação de trem com um trem nos trilhos. uma estação de trem com um trem passando. uma estação de trem com um trem nos trilhos.,VERDADEIRO
1468,Justiça proíbe bancos de cobrarem crédito consignado de aposentados - Notícias - R7 Economia. Um livro está deitado em cima de uma cama. um livro está deitado em cima de uma cama um livro sobre uma cama com um livro.,VERDADEIRO
1515,Alunos do ensino médio da rede pública do DF começam a ter aulas online nesta quarta. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos uma pessoa segurando um celular em suas mãos.,VERDADEIRO
1517,"Inglesa Norton Motorcycles é comprada pela indiana TVS, atual parceira de BMW e Dafra. uma motocicleta estacionada no acostamento de uma estrada. uma motocicleta estacionada no acostamento da estrada. uma motocicleta está estacionada no acostamento da estrada.",VERDADEIRO
1524,"Guedes diz que preservar sinais vitais da economia não significa sair do isolamento agora. Um homem de terno e gravata segurando um celular. Um homem de terno e gravata segurando um telefone celular, um homem de terno e gravata segurando um celular.",VERDADEIRO
1525,Facebook remove de plataforma eventos nos EUA de protestos contra quarentena. uma rua da cidade cheia de muito trânsito. uma rua da cidade cheia de prédios altos. uma rua da cidade cheia de tráfego e prédios altos.,VERDADEIRO
1526,Trump anuncia compra de 75 milhões de barris de petróleo para reserva dos EUA. Um homem de terno e gravata parado na frente de um prédio. Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata parado na frente de um prédio.,VERDADEIRO
1538,Coronavírus: Unicamp estende suspensão de atividades presenciais e Cruesp reforça importância do isolamento. um grande prédio com uma grande torre de relógio. Um grande prédio com uma torre de relógio em cima. um grande prédio com uma torre de relógio no meio.,VERDADEIRO
1539,UFJF distribui máscaras e kits de higiene para pessoas em situação de vulnerabilidade em Juiz de Fora. Um homem e uma mulher de pé ao lado um do outro. Um par de pessoas que estão de pé na rua. Um par de pessoas que estão de pé na rua.,VERDADEIRO
1540,MEC adia versão digital do Enem 2020 e muda regra para isenção de taxa de inscrição. um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé perto um do outro em uma encosta coberta de neve. um grupo de pessoas de pé lado a lado na frente de um prédio.,VERDADEIRO
1549,Filas e incerteza: mulheres que criam filhos sozinhas esperam pelo auxílio-emergencial durante pandemia. Um homem segurando um celular na mão. Um homem tirando uma foto de si mesmo em um espelho. Um homem segurando um celular na mão.,VERDADEIRO
1551,Veja as vagas de emprego do Sine Macapá para 23 de abril; inscrições são apenas pela web. um homem parado na cozinha preparando comida. um homem parado na cozinha preparando comida para um homem parado na cozinha segurando uma faca.,VERDADEIRO
1554,Credores da Odebrecht aprovam planos de reestruturação para 12 de 20 subsidiárias. Um sinal vermelho de parada sentado no lado de um prédio. Um sinal de parada vermelha sentado ao lado de um prédio alto. Um sinal vermelho de parada sentado no topo de um prédio.,VERDADEIRO
1557,"Câmara aprova projeto que cria linha de crédito para micro e pequenas empresas. Um homem de terno e gravata sentado em uma cadeira. Um homem de terno e gravata sentado numa cadeira, um homem de terno e gravata, sentado numa cadeira.",VERDADEIRO
1562,Como fazer máscaras E pudim O que os brasileiros mais buscam no Google em meio à pandemia. um laptop sentado em cima de uma mesa de madeira. um laptop sentado em cima de uma mesa de madeira. um laptop sentado em cima de uma mesa.,VERDADEIRO
1565,Nissan suspende contratos de trabalhadores de produção no Brasil por 1 mês. uma estação de trem com um trem nos trilhos. uma estação de trem com um trem passando. uma estação de trem com um trem nos trilhos.,VERDADEIRO
1568,"Fiat Chrysler chega a acordo com trabalhadores para redução de jornada no Brasil. Um prédio grande com muitas janelas. Um prédio grande com um monte de janelas, um prédio grande com uma placa na lateral.",VERDADEIRO
1575,Indústria de frango no Brasil vê corte na produção por efeito do coronavírus. Um rebanho de ovelhas de pé perto um do outro. um rebanho de ovelhas de pé perto um do outro em uma gaiola. Um rebanho de ovelhas de pé perto um do outro em um campo.,VERDADEIRO
1578,JBS fecha unidade de suínos nos EUA devido ao coronavírus e reduz oferta no país. Um sinal que está do lado de um prédio. Um sinal que está ao lado de uma parede. Um sinal que está num poste lá fora.,VERDADEIRO
1622,Veja as vagas de emprego do Sine Macapá para 24 de abril; inscrições são apenas pela web. um homem parado na cozinha preparando comida. um homem parado na cozinha preparando comida para um homem parado na cozinha segurando uma faca.,VERDADEIRO
1627,Alcolumbre diz que articula contrapartidas de estados em projeto de ajuda financeira. Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata segurando uma câmera. Um homem de terno e gravata está sorrindo.,VERDADEIRO
1634,"Mais de 5 mil funcionários da indústria de carnes dos EUA foram expostos ao coronavírus, diz associação. Um grupo de pessoas andando pela rua. um grupo de pessoas ao lado de um prédio. Um grupo de pessoas andando por uma rua ao lado de um prédio.",VERDADEIRO
1636,"Auxílio emergencial: quem se cadastrou entre 7 e 10 de abril no aplicativo da Caixa e ainda está sob análise deve revisar o cadastro, diz Cidadania. um grupo de pessoas em volta de uma mesa com um bolo. um grupo de pessoas em volta de uma mesa com um bolo em cima. Um grupo de pessoas sentadas à mesa com um laptop.",VERDADEIRO
1638,"Brasil tem 47 shoppings reabertos em 8 estados, diz associação. um hidrante na beira da estrada. um hidrante no lado de uma estrada. um hidrante no lado de uma rua.",VERDADEIRO
1642,"Indústria de veículos se prepara para retomada, mas em velocidade menor, diz Anfavea. Um monte de carros que estão na rua. Um monte de carros que estão sentados na rua. Um monte de carros que estão estacionados.",VERDADEIRO
1643,"Mercedes-Benz suspende contratos e reduz jornadas de trabalho em São Bernardo do Campo, SP. uma estação de trem com um trem nos trilhos. uma estação de trem com um trem nos trilhos uma estação de trem com um trem passando.",VERDADEIRO
1693,Fim do confinamento: retorno às escolas em 11 de maio divide pais de alunos na França. um homem parado na cozinha preparando comida. um grupo de pessoas em volta de uma cozinha. um grupo de pessoas em volta de uma cozinha preparando comida.,VERDADEIRO
1694,"Região de Campinas inicia semana com oportunidades de emprego em 3 cidades e inscrição para 158 vagas em concurso público. em um par de tesouras, uma pessoa segurando uma tesoura em cima de uma mesa.",VERDADEIRO
1696,Auxílio Emergencial: saques em dinheiro da poupança digital começam a ser liberados nesta segunda; veja calendário. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos.,VERDADEIRO
1698,"Com isolamento e renda menor, brasileiro consome menos e foca em produtos básicos. um close de um jogador de beisebol com um taco de perto de um jogador de beisebol com uma luva de um sinal de pare com um cartaz em cima.",VERDADEIRO
1704,"Conheça a Bomba Rosário, um equipamento que pode ajudar produtores do sertão do Nordeste. um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé na frente de um prédio. um grupo de pessoas de pé na frente de um prédio.",VERDADEIRO
1719,"Auxílio emergencial: novo calendário para segunda parcela sai no início da semana. Um homem de terno e gravata borboleta parado em um quarto. um homem de terno e gravata segurando um microfone, um homem de terno e gravata borboleta de pé na frente de um microfone.",VERDADEIRO
1722,Coden Ambiental suspende provas de concurso público em Nova Odessa. uma rua da cidade cheia de muito trânsito. uma rua da cidade cheia de muito tráfego perto de prédios altos. uma rua da cidade cheia de tráfego e prédios altos.,VERDADEIRO
1725,Boeing rescinde acordo de compra da área da aviação comercial da Embraer. Um grande jato passageiro voando através de um céu azul. Um grande jato voando através de um céu azul. Um grande jato voando através de um céu azul nublado.,VERDADEIRO
1726,Golpe da falsa taxa extra em app de comida dá prejuízo de R$ 6 mil a cliente; Procon notifica empresas. Uma bicicleta com um capacete na calçada. uma bicicleta com um capacete sobre ela ao lado de uma bicicleta. uma bicicleta com um capacete sobre ela sentada ao lado de uma bicicleta.,VERDADEIRO
1728,"Crise com saída de Moro coloca dúvida sobre reformas e piora expectativas de crescimento, dizem analistas. um grupo de homens de pé ao lado um do outro. um grupo de pessoas ao redor de uma mesa. um grupo de homens de pé ao lado um do outro em uma sala.",VERDADEIRO
1736,CNE vota nesta terça diretrizes para reorganizar o calendário escolar - TNH1. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos uma pessoa segurando um celular em suas mãos.,VERDADEIRO
1753,China tem volta às aulas do ensino médio com fortes medidas de segurança e medo do coronavírus. um grupo de homens de pé ao lado um do outro. um grupo de homens parados ao lado de um prédio. um grupo de homens de pé lado a lado na frente de um prédio.,VERDADEIRO
1758,74% dos empregados da indústria automotiva têm contrato suspenso ou jornada reduzida temporariamente. Um homem parado ao lado de uma carroça cheia de bananas. Um homem de pé ao lado de uma carroça cheia de bananas. Um homem parado ao lado de uma carroça cheia de bananas.,VERDADEIRO
1759,Senado aprova MP que adia prazo para municípios criarem plano de mobilidade urbana. um grupo de pessoas sentadas ao redor de uma mesa de computador. um homem sentado a uma mesa com um laptop. um grupo de pessoas sentadas ao redor de uma mesa de computador.,VERDADEIRO
1762,"Preços dos combustíveis nos postos caem mais de 2% na semana, aponta ANP. uma tesoura pousada em cima de uma mesa. uma tesoura sobre uma mesa. uma tesoura pousada em cima de uma folha de papel.",VERDADEIRO
1767,Preço do petoleo nos EUA despenca 25%; Brent cai abaixo de US$ 20barril. Uma placa de semáforo e rua em um poste. Um sinal de trânsito com uma placa de rua ligada a ele. Um sinal de trânsito com uma placa de rua.,VERDADEIRO
1768,"Sobe para 48 os casos confirmados de coronavírus entre funcionários de frigorífico em Passo Fundo, diz MPT. um grupo de pessoas do lado de fora de um prédio. um grupo de pessoas ao lado de um trem. um grupo de pessoas paradas na frente de um trem.",VERDADEIRO
1775,"Volkswagen retoma produção em maior fábrica da Europa, e Fiat reinicia atividades na Itália. Um homem sentado em cima de um banco de madeira. um homem sentado em cima de um banco ao lado de uma pilha de bagagem. Um homem sentado em um banco ao lado de uma parede.",VERDADEIRO
1776,WhatsApp afirma que volume de mensagens encaminhadas caiu 70% após limite de envio a apenas um destinatário. um adesivo de um sinal de parada com um adesivo em cima um teclado e um mouse um perto de um teclado e um monitor.,VERDADEIRO
1779,Empresa diz que aplicativo Mail do iPhone tem falha grave; Apple avalia que não há risco para usuários. Um homem segurando uma pipa na frente de um prédio. Um homem segurando uma pipa na frente de uma multidão. um homem está segurando uma pipa na frente de um prédio.,VERDADEIRO
1783,Volkswagen e Scania retomam a produção de caminhões e ônibus no Brasil. Um homem sentado em uma moto com um cachorro no colo. um homem está sentado em uma moto com um cão. Um homem sentado em uma moto com um cachorro no colo.,VERDADEIRO
1786,Governo federal confirma R$ 500 milhões para apoiar agricultura familiar na pandemia do coronavírus. Um homem parado no topo de um campo verde exuberante. Um homem de pé no campo segurando uma pipa. Um homem de pé no campo com uma pipa.,VERDADEIRO
1793,Embraer abre processo de arbitragem após Boeing rescindir acordo entre as empresas. a close up of a street sign with a sky background a close up of a stop sign with a sky background a close of a stop sign with a sign on it.,VERDADEIRO
1813,Conselho Nacional de Educação recomenda que aulas não presenciais contem como carga horária em tempos de pandemia. um grupo de pessoas em volta de uma cozinha. um grupo de pessoas ao redor de uma mesa. um grupo de pessoas ao redor de uma mesa com comida.,VERDADEIRO
1814,Coronavírus: Unicamp integra pesquisa para mapear impacto da pandemia na população brasileira. um grande prédio com uma torre de relógio no meio. um grande prédio com uma torre de relógio ao fundo. um grande prédio com uma torre de relógio no meio.,VERDADEIRO
1815,STF abre inquérito para investigar Weintraub por suposto racismo contra chineses. Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata olhando para a câmera. Um homem de terno e gravata olhando para a câmera.,VERDADEIRO
1816,Israel testa volta às aulas durante pandemia de novo coronavírus. um grupo de pessoas de pé em uma sala. um grupo de pessoas de pé em uma sala com um relógio. um grupo de pessoas de pé em um quarto com bagagem.,VERDADEIRO
1817,Justiça mantém cronograma do Enem e determina 2 de maio como data limite para pedir isenção da taxa. um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé perto um do outro em uma encosta coberta de neve. um grupo de pessoas de pé lado a lado na frente de um prédio.,VERDADEIRO
1832,"Campus Party 2020 adia eventos presenciais no Brasil e anuncia edição digital em Brasília. um sinal de parar, que tem um monte de adesivos em si um sinal de parar, que tem um monte de adesivos nele. Um sinal de parada que tem um sinal.",VERDADEIRO
1840,Preços de petróleo avançam após crescimento abaixo do esperado em estoques dos EUA. uma grande quantidade de pássaros sentados em cima de uma mesa. uma grande quantidade de pássaros sentados em cima de uma mesa de madeira. uma grande quantidade de pássaros sentados em cima de um objeto de metal.,VERDADEIRO
1848,"Com revogação de MP, acidente no trajeto até emprego volta a ser considerado como de trabalho. um livro e um livro sobre uma mesa. um livro e um livro sobre uma mesa. um livro e um livro sobre uma mesa.",VERDADEIRO
1849,"Google libera Meet, ferramenta executiva de vídeochamadas, para todos os usuários. um grupo de mulheres de pé ao lado uma da outra. um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé em uma sala.",VERDADEIRO
1850,"Microsoft corrige brecha no Teams que deixava contas expostas ao receber links de imagens. em um par de tesouras, uma pessoa segurando uma tesoura em cima de uma mesa.",VERDADEIRO
1857,"Petrobras prevê concluir 2020 com dívida bruta de US$ 87 bi, mesmo patamar de 2019. a close up de uma placa de rua com um céu fundo perto de uma placa de rua em um poste de uma placa de rua com um prédio ao fundo.",VERDADEIRO
1863,Estudo prevê que pandemia no Brasil chegue ao fim em agosto - Notícias - R7 Tecnologia e Ciência. a close-up de um bolo em uma mesa um close-up de um bolo em forma de um trem de perto de um bolo em forma de um trem.,VERDADEIRO
1878,Enem: Estudantes terão até 2 de maio para pedir isenção; veja efeitos de decisões judiciais no cronograma. Uma pessoa segurando um celular em suas mãos. um livro está sobre um livro. um livro está sobre um livro.,VERDADEIRO
1882,Isolamento faz gigantes de tecnologia liberarem aplicativos e lançarem funções novas: veja o que mudou. duas mulheres sentadas em uma mesa com um laptop. Duas mulheres sentadas à mesa com um laptop. duas mulheres sentadas em uma mesa com laptops.,VERDADEIRO
1883,Hackers precisam invadir o celular ou computador para clonar cartões de crédito. um laptop sentado em cima de uma mesa. um laptop sentado em cima de uma mesa de madeira. um laptop sentado em cima de uma cama.,VERDADEIRO
1889,Medida Provisória adia Lei Geral de Proteção de Dados para 2021. uma pessoa segurando uma tesoura em suas mãos. uma pessoa cortando um pedaço de papel com tesoura. uma pessoa segurando uma tesoura em suas mãos.,VERDADEIRO
1890,"Após Trump sugerir restringir viagens entre EUA e Brasil, Pompeo quer retomar voos para recuperar economia. Um homem de terno e gravata sentado no banco. Um homem de terno e gravata sentado na frente de um microfone. Um homem de terno e gravata sentado no banco.",VERDADEIRO
1891,Grupo Volkswagen cita crise sem precedentes ao fazer balanço de vendas do 1 trimestre. Um carro estacionado em frente a um prédio. um carro está estacionado em frente a um prédio. um carro está estacionado em frente a um prédio.,VERDADEIRO
1896,Apple e Google começam testes de notificação em tecnologia criada para rastrear o coronavírus com bluetooth. uma imagem em preto e branco de um sinal de parada. uma foto em preto e branco de um sinal de parada uma foto em preto e branco de um sinal de parada e uma placa.,VERDADEIRO
1901,Exército abre concurso nacional com 440 vagas para quem tem nível médio. Um grupo de pessoas andando na parte de trás dos cavalos. um grande grupo de pessoas em uma rua. Um grupo de pessoas andando nas costas dos elefantes.,VERDADEIRO
1926,"Unicamp prevê queda de R$ 220 milhões na receita e propõe corte de R$ 72 milhões no gasto do ano. um grande grupo de pessoas andando ao redor de um parque. um grande grupo de pessoas andando ao redor de um parque, um grande grupo de pessoas andando por um jardim.",VERDADEIRO
1933,"Remessas de brasileiros nos EUA caem até 90%, mas podem aliviar auge da crise no Brasil. um close de um bolo em uma mesa um close de um bolo em um prato de perto de um bolo em forma de trem.",VERDADEIRO
1935,País tem ao menos 91 concursos públicos abertos com mais de 15 mil vagas. uma mulher sentada à mesa com um prato de comida. uma mulher sentada à mesa em frente a um laptop. Uma mulher sentada à mesa em frente a um laptop.,VERDADEIRO
1957,Auxílio emergencial: Caixa amplia horário de todas as agências a partir de segunda-feira. um grupo de pessoas de pé em frente a uma loja. um grupo de pessoas paradas em frente a uma geladeira. um grupo de pessoas de pé na frente de uma loja.,VERDADEIRO
1961,Petróleo registra a primeira semana de alta após sequência negativa. uma tesoura pousada em cima de uma mesa. uma tesoura pousada em cima de uma mesa de madeira. uma tesoura sobre uma mesa.,VERDADEIRO
1963,"Não há possibilidade de pagar 50 milhões de pessoas e não existir fila, diz presidente da Caixa. um grupo de pessoas sentadas ao redor de uma mesa. um grupo de pessoas sentadas ao redor de uma mesa com comida. um grupo de pessoas em volta de uma mesa com um bolo.",VERDADEIRO
1965,"Plano Safra precisa ter juros menores e mais subvenção do governo, diz presidente da Agrishow. Um homem de terno e gravata de pé no campo. Um homem de terno e gravata parado na frente de um prédio. Um homem de terno e gravata parado na calçada.",VERDADEIRO
1966,"Jeff Bezos, presidente da Amazon, é chamado para depor no Congresso dos EUA. Um homem de terno e gravata está sorrindo. Um homem de terno e gravata sorri, um homem de terno e gravata está sorrindo para a câmera.",VERDADEIRO
1978,"Com 100 milhões sem esgoto, saneamento é desafio em pandemia. Um grupo de pessoas andando por uma rua encharcada de chuva. Um grupo de pessoas andando por uma estrada encharcada de chuva. Um grupo de pessoas andando por uma calçada encharcada de chuva.",VERDADEIRO
2005,Vestibular da Unicamp: coronavírus e queixas de estudantes fazem Comvest reduzir lista de livros. um homem sentado na frente de um laptop. um homem sentado a uma mesa com um laptop. Um homem de terno e gravata sentado a uma mesa.,VERDADEIRO
2015,Membros do Fed veem recuperação lenta e desigual nos EUA após coronavírus. um grande prédio com uma torre de relógio no topo. Um prédio alto com um relógio em cima. um grande prédio com uma torre de relógio no meio.,VERDADEIRO
2022,Petróleo fecha em forte alta e tem quinta sessão consecutiva de ganhos. um guindaste está na parte de trás de um caminhão. um guindaste está na traseira de um caminhão branco. um canteiro de obras com um caminhão e um guindaste.,VERDADEIRO
2023,Twitter testa alerta para usuários repensarem respostas ofensivas antes da publicação. uma foto em preto e branco de um homem voando uma pipa. uma foto em preto e branco de pessoas soltando pipas. uma foto em preto e branco de pessoas soltando pipas.,VERDADEIRO
2033,Bilionário Elon Musk mostra primeira foto de filho com cantora e posta suposto nome bizarro. um homem sentado em um sofá segurando um controle de jogos Nintendo wii. Um homem sentado em um sofá segurando um remoto wii. um homem sentado em um sofá segurando um controle Nintendo wii.,VERDADEIRO
2036,Chevrolet anuncia aumento de 4% nos preços de toda a sua linha no Brasil; Onix Joy parte de R$ 52.150. Um carro estacionado no lado da estrada. Um carro estacionado em um estacionamento ao lado de um carro. um carro estacionado no lado da estrada com um surf board.,VERDADEIRO
2040,Xiaomi atualiza navegadores após especialistas denunciarem que apps coletavam informações de usuários. um perto de um telefone celular em uma mesa um perto de um telefone celular em um carro um perto de um celular em uma prateleira.,VERDADEIRO
2043,Empresa do setor de energia renovável abre 142 vagas de emprego no Ceará. Um caminhão estacionado em frente a um prédio. Um caminhão estacionado em um estacionamento ao lado de um prédio. Um caminhão estacionado em frente a um prédio.,VERDADEIRO
2050,Polícia prende 10 pessoas em operação contra o tráfico de drogas em Belo Horizonte - Notícias - R7 JR na TV. uma mesa coberta com montes de bugigangas e eletrônicos. uma mesa coberta com um laptop e um mouse. uma mesa coberta com um laptop e uma bolsa.,VERDADEIRO
2074,"Na pandemia, 22% das faculdades particulares pausaram atividades e não adotaram o ensino remoto, diz pesquisa. uma pessoa usando um laptop sobre uma mesa. uma pessoa usando um laptop sobre uma mesa. uma pessoa está usando um laptop sobre uma mesa.",VERDADEIRO
2079,"Grimes explica pronúncia do nome de bebê com Elon Musk, mas registro pode ser barrado. um homem sentado em um sofá segurando um controle de jogos Nintendo wii. Um homem sentado em um sofá segurando um remoto wii. um homem sentado em um sofá segurando um controle Nintendo wii.",VERDADEIRO
2087,"Vendas de veículos usados caem 83% em abril, diz Fenauto. Um carro está estacionado no lado da estrada. Um carro está estacionado no lado da rua. Um carro está estacionado no lado da estrada.",VERDADEIRO
2091,Pedidos de seguro desemprego nos EUA chegam a 33 milhões em 7 semanas. um grupo de pessoas de pé em uma sala. um grupo de pessoas de pé em uma sala um grupo de pessoas de pé em uma sala com remotes.,VERDADEIRO
2093,"Dólar opera em alta após corte na Selic e chega a R$ 5,87. Um homem parado na frente de um ônibus. Um homem parado na frente de um trem. Um homem está parado na frente de um ônibus.",VERDADEIRO
2103,"Com menor consumo de cerveja durante pandemia, lucro da Ambev cai 56% no 1 trimestre. um grupo de pessoas ao redor de um trem. um grupo de pessoas paradas na frente de um trem. um grupo de pessoas ao lado de um trem.",VERDADEIRO
2107,Senado aprova projeto que prevê ajuda financeira a estados e municípios. Um homem parado na frente de uma TV de tela plana. Um homem parado na frente de uma TV em uma sala. Um homem parado na frente de uma TV em uma sala de estar.,VERDADEIRO
2114,Microsoft oferece recompensa de US$ 100 mil para quem encontrar falhas em sua tecnologia de internet das coisas. uma coleção de dispositivos eletrônicos sobre uma mesa. uma coleção de aparelhos eletrônicos em uma prateleira. uma coleção de dispositivos eletrônicos sobre uma mesa.,VERDADEIRO
2132,Ministério da Saúde faz levantamento sobre saúde mental do brasileiro. um homem está sentado em um banheiro. um homem está sentado em um vaso sanitário no banheiro. um homem está sentado em um banheiro.,VERDADEIRO
2159,Alunos chineses voltam às aulas com pulseira eletrônica para detectar infecção pelo novo coronavírus. um homem de pé em uma quadra de tênis segurando um raquete. um homem de pé numa quadra de tênis segurando uma raquete de tênis. um homem de pé em cima de uma quadra de tênis segurando um raquete.,VERDADEIRO
2160,"Universidades federais conduzem mais de 800 pesquisas para mapear coronavírus e encontrar uma vacina, diz associação. Um homem parado ao lado de uma mulher na cozinha. Um homem parado ao lado de uma mulher em uma sala. Um homem parado ao lado de uma mulher na frente de uma loja.",VERDADEIRO
2166,Bolsonaro nomeia novo reitor da Universidade Federal de São João del Rei. Um homem de terno e gravata parado em um quarto. Um homem de terno e gravata segurando uma cerveja. Um homem de terno e gravata parado na frente de uma parede.,VERDADEIRO
2171,Tesla retoma produção na Califórnia em meio a batalha legal com autoridades locais. Uma fila de motocicletas estacionadas perto uma da outra. Um grupo de motocicletas da polícia estacionado perto um do outro. Uma fila de motocicletas estacionadas no alto de um estacionamento.,VERDADEIRO
2180,Auxílio Emergencial: Caixa aguarda governo federal divulgar novo calendário para detalhar pagamento da 2 parcela. Uma mulher usando chapéu e gravata. Uma mulher de gravata e chapéu. Uma mulher usando chapéu e gravata.,VERDADEIRO
2184,Uber lança nova categoria no Brasil e agora permite enviar objetos pelo aplicativo. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um telefone na mão. Uma pessoa segurando um celular em suas mãos.,VERDADEIRO
2197,"Exportações de carne bovina do Brasil caem 1% em abril, diz Abrafrigo. um homem sentado na cozinha preparando comida. Um homem sentado em cima de uma mesa de madeira. um homem sentado na cozinha preparando comida.",VERDADEIRO
2204,BRF acerta compra de processadora de alimentos na Arábia Saudita por US$ 8 milhões. uma estação de trem com um trem nos trilhos. Um sinal de parada no lado de um prédio. Um sinal de pare no lado da estrada.,VERDADEIRO
2219,Coronavírus: Unicamp aprova plano de redução de R$ 72 milhões em despesas até o fim de 2020. Um prédio com uma placa de rua em cima. Um prédio com uma placa de rua em cima de um prédio com uma placa de rua no lado.,VERDADEIRO
2222,Estudantes da região de Campinas criticam o Enem em meio à pandemia de coronavírus: Injustiça social. uma mulher sentada num sofá usando um laptop. uma mulher sentada em um sofá com um laptop. Uma mulher sentada num sofá usando laptop.,VERDADEIRO
2223,"Enem 2020: veja como se inscrever, passo a passo. uma colagem de fotos de um homem segurando um frisbee. uma colagem de fotos de um homem segurando um frisbee, uma colagem de fotos de um homem segurando um frisbee branco.",VERDADEIRO
2225,Exames equivalentes ao Enem foram adiados ou adaptados em 16 dos 18 países analisados em levantamento. Um grupo de pessoas de pé em cima de uma encosta coberta de neve. Um grupo de pessoas de pé em cima de um campo coberto de neve. um grupo de pessoas de pé perto um do outro em uma encosta coberta de neve.,VERDADEIRO
2226,Universidade Cândido Mendes pede recuperação judicial durante pandemia do coronavírus. Um sinal que está do lado de um prédio. Um sinal que está ao lado de uma parede. Um sinal que está em um poste na frente de um prédio.,VERDADEIRO
2231,Enem 2020: Inep registra 1 milhão de inscritos em 8 horas. um close de uma pessoa segurando um telefone celular um perto de um teclado e um mouse um perto de uma pessoa segurando um controle Nintendo wii.,VERDADEIRO
2232,SC registra filas de pessoas em busca de seguro-desemprego e auxílio emergencial. um grupo de pessoas ao lado de um prédio. um grupo de ursinhos de pelúcia sentados em cima de um banco. um grupo de pessoas ao lado de um prédio.,VERDADEIRO
