id,rotulo,texto
389,FALSO,a group of people standing next to each other . a group of people standing in front of a sign . a group of people standing next to each other in a field .
390,FALSO,a television with a picture of a cat on it . a television with a picture of a cat on it a television with a picture of a man on it .
391,VERDADE,a woman riding on the back of a motorcycle . a woman riding on the back of a truck . a woman riding on the back of a car .
392,FALSO,a group of people standing around a fence . a group of people watching a baseball game . a group of people standing around a baseball field .
393,VERDADE,a man in a suit and bow tie posing for a picture . a man in a suit and bow tie standing in a room . a man in a suit and bow tie posing for a picture
394,FALSO,a man riding a bike down a street . a man riding a bike down a street next to a woman . a man riding a bike down a street next to a man .
395,VERDADE,a man riding a skateboard down a street . a young man riding a skateboard down a street . a man riding a skateboard down a street next to a car .
396,VERDADE,a man holding a teddy bear in his arms . a man holding a teddy bear in a store . a man holding a teddy bear in his arms
397,FALSO,a plate of food on a table with a cup of coffee a plate of food on a table with a fork a plate of food on a table with a cup of coffee .
398,VERDADE,a man standing on a boat in the water . a man standing on a boat in the water a man standing on a boat in a body of water .
400,VERDADE,a person holding a toothbrush in their hand . a person holding a toothbrush in a bathroom . a person is holding a toothbrush in their hand .
401,FALSO,a man in a suit and tie standing next to a woman . a man in a suit and tie standing in front of a building . a man in a suit and tie standing next to a woman on a motorcycle .
402,FALSO,a person holding a sign that says `` <UNK> '' . a person holding a sign that says `` <UNK> '' a sign that says `` <UNK> '' on it 's side .
403,VERDADE,a person holding a wii remote in their hand . a person holding a wii remote in their hand a person holding a wii remote in their hands .
404,FALSO,a group of people standing around a pile of bananas . a group of people standing around a pile of books . a group of people standing around a bunch of bananas .
405,FALSO,a group of birds standing on top of a boat . a group of birds sitting on top of a boat . a group of birds sitting on top of a wooden boat .
406,FALSO,a picture of a man holding a skateboard . a picture of a man in a suit and tie . a picture of a man in a suit and tie
407,FALSO,a man and a woman standing next to each other . a couple of people that are sitting down . a couple of people that are sitting on a bench
408,VERDADE,a teddy bear in a tree in a forest . a teddy bear sitting in a tree in a forest . a teddy bear sitting in a tree in the woods .
409,VERDADE,a pair of scissors sitting on top of a table . a pair of scissors sitting on a table . a pair of scissors sitting on top of a piece of paper .
410,FALSO,a woman is sitting on a bed with a laptop . a woman is sitting on a bed with a laptop a woman is sitting on a bed with her arms crossed .
411,VERDADE,a white truck parked in front of a building . a white truck parked next to a building . a white truck driving down a street next to tall buildings .
412,VERDADE,a group of people standing on top of a sandy beach . a group of people on a beach flying kites . a group of people standing on top of a beach .
413,FALSO,a black and white photo of a pair of scissors a black and white photo of a pair of scissors . a black and white photo of a person holding a pair of scissors
414,VERDADE,a man in a suit and tie standing in front of a microphone . a man in a suit and tie standing in front of a microphone a man in a suit and tie standing in front of a podium .
415,VERDADE,a group of people standing outside of a building . a group of people standing in front of a bus . a group of people standing in front of a building .
416,FALSO,a group of men standing next to each other . a group of people standing next to each other . a group of men standing next to each other in front of a building .
417,VERDADE,a group of people sitting on a bench in a room . a group of people sitting on a bench in front of a building . a group of people sitting on a bench in front of a store .
418,FALSO,a large mountain range with mountains in the background . a large mountain range with mountains in the background a large mountain range with mountains in the distance .
419,FALSO,a group of people standing next to each other . a group of people standing next to each other holding a teddy bear . a group of people standing next to each other in a room .
420,FALSO,a group of men standing next to each other . a group of men standing next to each other in a room . a group of men standing next to each other in a field .
421,VERDADE,a close up of a stuffed animal on a bed a close up of a stuffed animal on a table a close up of a stuffed animal on a chair
422,VERDADE,a group of people standing outside of a bus . a group of people standing next to a bus . a group of people standing around a bus .
423,VERDADE,a pair of scissors sitting on top of a table . a pair of scissors sitting on top of a piece of paper . a pair of scissors sitting on top of a table
424,VERDADE,a group of people standing around each other . a group of people standing around a table . a group of people standing around each other in a room .
425,FALSO,a man sitting in front of a computer monitor . a man sitting in a car with a laptop computer . a man sitting in front of a tv holding a smart phone .
426,FALSO,a sign that reads `` <UNK> <UNK> <UNK> '' . a sign that reads `` <UNK> '' on a wall . a sign that says `` <UNK> '' on a wall .
427,FALSO,a black and white photo of a cake and a knife a black and white photo of a cake and a knife . a black and white photo of a man with a tie .
428,FALSO,a close up of a cake with a person a close up of a chocolate doughnut with a <UNK> a close up of a chocolate doughnut with a smiley face
429,VERDADE,a group of people on surfboards in the water . a group of people on surfboards in the ocean . a group of people riding on top of surfboards .
430,VERDADE,a man in a suit and tie is smiling . a man in a suit and tie looking at the camera . a man in a suit and tie looking at the camera
431,FALSO,a colorful kite flying in a blue sky . a colorful kite is flying in the sky . a colorful kite flying in a blue sky
432,VERDADE,a group of people standing in a room . a group of people standing in a living room . a group of people standing in a living room
433,FALSO,a black and white photo of a man holding a skateboard . a black and white photo of a person holding a skateboard . a black and white photo of a person holding a pair of scissors .
434,FALSO,a couple of men standing next to each other . a couple of men standing next to each other in a room . a couple of men standing next to each other holding wii controllers .
435,VERDADE,a woman and a child sitting on a couch . a group of young people sitting on a couch . a woman and a child sitting on a couch
436,FALSO,a birthday cake with a train on it a birthday cake with a train on it . a cake shaped like a train is on a table .
437,VERDADE,a man cutting a cake with a knife . a man in a military uniform cuts a cake . a man in a military uniform cuts a cake
438,VERDADE,a group of people standing in a room . a group of people standing around a table a group of people standing in a room with remotes .
439,FALSO,a room filled with lots of furniture and clutter . a room filled with lots of furniture and a bed . a room filled with lots of furniture and a desk .
440,FALSO,a woman standing in a kitchen next to a sink . a woman standing in a kitchen next to a counter . a woman standing in a kitchen next to a stove top oven .
441,VERDADE,a black cat is standing in the grass . a black cat is standing in a field a black cat is sitting in a field
442,VERDADE,a couple of animals that are standing in the grass . a couple of animals that are in the grass . a couple of animals that are standing in a field .
443,FALSO,a group of people standing next to each other . a group of people standing next to each other holding surfboards . a group of men standing next to each other holding a tennis racquet .
444,FALSO,a close up of a street sign with a sky background a close up of a stop sign with graffiti on it a close up of a stop sign with graffiti
445,FALSO,a group of people riding on the backs of elephants . a group of men riding on the backs of elephants . a group of people riding on the back of elephants .
446,FALSO,a group of people standing next to each other . a group of men standing next to each other . a group of people standing around a table .
447,FALSO,a collage of photos with a bunch of different items a collage of photos with a variety of different items . a collage of photos with a variety of different items
448,VERDADE,a close up of a person holding an open umbrella a close up of a person holding an umbrella a close up of a person holding a pair of scissors
449,FALSO,a painting of a person holding a umbrella a painting of a person holding a kite . a painting of a person holding a kite
450,FALSO,a picture of a man in a suit and tie . a picture of a man in a suit and tie a picture of a man in a suit .
451,VERDADE,a bunch of different types of food on a table . a bunch of different types of food on a table a pile of different types of food sitting on top of a table .
452,VERDADE,a pizza sitting on top of a white plate . a pizza sitting on top of a white plate on a table . a pizza sitting on top of a white plate on top of a table .
453,VERDADE,a group of men standing next to each other . two men in suits and ties standing next to each other . a group of men standing next to each other in a room .
454,VERDADE,a stop sign with a sign on it a stop sign with graffiti on it on a sidewalk . a stop sign with graffiti on it on a street .
455,VERDADE,a group of people sitting around a table . a group of people sitting around a table together . a group of people sitting around a table with food .
456,FALSO,a group of people walking down a street . a group of people walking down a street next to tall buildings . a group of people walking down a street next to a building .
457,FALSO,a group of people standing next to each other . a group of people standing next to each other on a beach . a group of people standing next to each other in a forest .
458,VERDADE,a group of people standing on top of an airport tarmac . a group of people standing on top of a tarmac . a group of people standing on top of a runway .
459,FALSO,a woman sitting on a bench with a dog . a man sitting on a bench with a dog . a woman sitting on a bench with a dog
460,FALSO,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a mirror .
461,VERDADE,a bunch of green bananas hanging from a tree . a bunch of bananas hanging from a tree . a bunch of bananas hanging on a tree .
463,VERDADE,a sign that reads `` <UNK> '' on the side of a building . a sign that reads `` <UNK> '' on a building . a sign that reads `` <UNK> '' on a wall .
464,VERDADE,a kitchen counter topped with lots of clutter . a kitchen counter topped with lots of food . a kitchen counter topped with lots of cooking utensils .
466,FALSO,a group of people standing next to each other . a group of people standing next to each other on a field . a group of people standing next to each other in a field .
467,FALSO,a group of people sitting on top of a sandy beach . a group of people sitting on top of a beach . a group of people on a beach with a kite .
468,FALSO,a man riding a wave on top of a surfboard . a man riding on the back of a brown elephant . a man riding a wave on top of a white surfboard .
469,FALSO,a man in a suit and tie standing next to a woman . a man in a suit and tie standing next to another man . a man in a suit and tie standing in front of a microphone .
470,VERDADE,a group of people standing in a room . a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a crowd .
471,FALSO,a man standing in front of a tv holding a wii controller . a man standing in a room holding a nintendo wii controller . a man standing in front of a tv holding a nintendo wii controller .
472,VERDADE,a white toilet sitting in a bathroom next to a wall . a white toilet sitting next to a wall . a white toilet sitting next to a wooden wall .
473,VERDADE,a person holding a pair of scissors in their hands . a person is holding a pair of scissors . a person is holding a pair of scissors
474,VERDADE,a close up of a tooth brush on a counter a close up of a tooth brush in a cup a close up of a tooth brush and a cup
475,VERDADE,a group of people standing in a room . a group of people standing in a room with a tv . a group of people in a room with a lot of windows .
476,FALSO,a group of people standing next to each other . a group of people riding on the back of horses . a group of people standing next to each other on a street .
477,FALSO,a cake shaped like a teddy bear on a table . a cake shaped like a teddy bear sitting on a table . a cake shaped like a teddy bear on a table
478,FALSO,a person holding a cup of coffee in front of a laptop . a person holding a cup of coffee in front of a computer . a hand holding a cup of coffee and a banana .
479,VERDADE,a train traveling over a bridge over a river . a large body of water next to a river . a large body of water with a train on it
480,VERDADE,a tennis player swinging a racket at a ball a tennis player swinging a racket on a court a tennis player swinging a tennis racket at a ball
481,VERDADE,a red and white vase with a red flower in it . a red and white vase with a red flower on it . a red and white vase with a red flower in it
482,FALSO,a man standing in front of a mirror in a bathroom . a man standing in front of a mirror holding a camera . a man standing in front of a mirror holding a toothbrush .
483,FALSO,a man in a suit and tie is smiling . a man in a suit and tie standing in a room . a man in a suit and tie is smiling
484,FALSO,a young girl wearing a red shirt and black tie . a young girl wearing a red shirt and black pants . a young girl wearing a red shirt and a red tie .
485,VERDADE,a close up of a pair of scissors a close up of a nintendo wii controller a close up of a nintendo wii remote
486,VERDADE,a bunch of colorful umbrellas hanging from a tree . a bunch of colorful umbrellas hanging from a tree a bunch of colorful umbrellas hanging from the ceiling .
487,VERDADE,a man in a suit and tie standing in a room . a man in a suit and tie is smiling a man in a suit and tie holding a glass of wine .
488,VERDADE,a man and woman cutting a cake together . a man and woman cutting a cake on a table . a man and a woman cutting a cake together .
489,VERDADE,a young boy brushing his teeth with a tooth brush . a young boy brushing his teeth with a toothbrush . a young boy is brushing his teeth with a toothbrush .
490,VERDADE,a woman holding a teddy bear in her hands . a woman holding a teddy bear in her hand . a woman holding a teddy bear wearing a hat .
491,FALSO,a collage of photos of a man and a woman a collage of photos of a man and a woman . a collage of photos of a man and a dog
492,VERDADE,a glass vase with flowers inside of it a glass vase with flowers inside of it . a glass vase with a flower in it
493,VERDADE,a black and white photo of a man and a woman a black and white photo of a man and a woman . a black and white photo of a man in a suit
494,FALSO,a birthday cake with a train on it a birthday cake with a train on it . a birthday cake with a train on top of it .
495,VERDADE,a man in a suit and tie sitting on a train . a man in a suit and tie sitting in a train . a man in a suit and tie standing in front of a mirror .
496,VERDADE,a close up of a ball in a field a close up of a ball on a field a close up of a ball on a grass field
497,FALSO,a woman holding a nintendo wii game controller . a couple of people that are holding a wii remote a couple of people that are playing a video game
498,FALSO,a man standing next to a small airplane . a man standing next to a small plane . a man standing next to an airplane on a runway .
499,FALSO,a book sitting on top of a wooden bench . a book sitting on top of a bench . a book sitting on top of a wooden bench
500,VERDADE,"a white toilet sitting next to a bath tub . a white toilet sitting next to a bath tub in a bathroom . a bathroom with a sink , toilet and bathtub ."
501,FALSO,a group of men standing next to each other . a group of people standing next to each other . a group of people standing around each other .
502,VERDADE,a man holding a plate of food on top of a table . a man holding a plate of food in front of him . a man holding a plate of food in front of a building .
503,VERDADE,a man riding a skateboard down the side of a ramp . a man riding a skateboard down a sidewalk . a young man riding a skateboard down a street .
504,VERDADE,a bottle of beer sitting next to a bottle of beer . a bottle of beer sitting next to a bottle . a bottle of beer sitting next to a bottle of water .
505,FALSO,a collage of photos of a bathroom with a toilet a collage of photos of a bathroom with a toilet . a collage of photos of a person holding a tennis racket
506,FALSO,a group of colorful kites flying in the sky . a bunch of kites that are flying in the air . a bunch of kites that are flying in the sky .
507,VERDADE,a group of people standing around a conveyor belt . a group of people standing next to a train . a group of people standing around a conveyor belt
508,FALSO,a close up of a pair of scissors a close up of a pair of scissors on a table a close up of a person holding a pair of scissors
509,FALSO,a small airplane sitting on top of a runway . a small airplane sitting on top of a tarmac . a small airplane sitting on top of an airport tarmac .
510,FALSO,a red and yellow fire hydrant in a forest . a red and yellow fire hydrant in a field . a red and yellow fire hydrant in a garden .
511,FALSO,a stop sign with a street sign on it . a stop sign with a street sign on it a sign that says `` <UNK> '' on a pole .
513,VERDADE,a large jetliner sitting on top of an airport tarmac . a large jetliner sitting on top of an airport runway . a large jetliner sitting on top of a tarmac .
514,VERDADE,a red stop sign sitting on the side of a road . a red stop sign sitting on the side of a street . a red stop sign sitting next to a street sign .
515,FALSO,a man in a suit and tie holding a microphone . a man in a suit and tie holding a microphone a man in a blue shirt and tie holding a microphone .
516,FALSO,a close up of a person holding a wii remote a close up of a person holding a nintendo wii remote a close up of a person holding a nintendo wii game controller
517,FALSO,a couple of women standing next to each other . a couple of women standing next to each other in a room . a couple of women standing next to each other in front of a building .
518,VERDADE,a sign that is on the side of a building . a sign that is on the side of a wall . a sign that is on the side of a pole .
519,VERDADE,a man and a woman standing next to each other . a man and a woman are standing together . a man and a woman are standing together
520,VERDADE,a fire hydrant in the middle of a forest . a red fire hydrant in the middle of a forest . a fire hydrant in the middle of a field .
521,FALSO,a pair of scissors sitting on top of a table . a pair of scissors and a pair of scissors . a pair of scissors sitting on top of a table
522,FALSO,a man in a suit and tie holding a knife . a man in a suit and tie holding a knife a man in a white shirt and tie is holding a pair of scissors .
523,VERDADE,a group of men standing next to each other . two men in suits and ties standing next to each other . a group of men standing next to each other in a room .
524,VERDADE,a tall building with a clock on it a very tall building with a clock on it . a very tall building with a clock on it 's side .
525,FALSO,a couple of people that are sitting on a couch a couple of people that are sitting down . a couple of people that are sitting down
526,FALSO,a group of people standing next to each other . a group of men standing next to each other . a group of people standing next to each other in a room .
527,FALSO,a young boy is playing with a frisbee . a young boy holding a blue frisbee in his right hand . a young boy holding a blue and white frisbee .
528,FALSO,a close up of a stuffed animal on a table a close up of a stuffed animal on top of a book a close up of a stuffed animal on top of a car
529,VERDADE,a man riding a skateboard up the side of a ramp . a man riding a skateboard down the side of a ramp . a man riding a skateboard down a ramp .
530,FALSO,a stuffed animal sitting on top of a bed . a stuffed animal sitting on a bed . a stuffed animal sitting on a bed
531,VERDADE,a close up of a green plant with leaves a close up of a broccoli plant in a field a close up of a broccoli plant in a garden
532,VERDADE,a sign that says `` <UNK> '' on a wall . a sign that says `` <UNK> '' on the wall . a sign that says `` <UNK> '' on the side of a building .
533,FALSO,a herd of sheep standing on top of a sandy beach . a herd of sheep standing on top of a rocky hillside . a herd of sheep standing on top of a beach .
534,VERDADE,a woman holding a teddy bear in a store . a woman holding a teddy bear in a kitchen . a woman holding a teddy bear in a store
535,FALSO,a store front of a store called `` <UNK> '' . a store front of a store called `` <UNK> '' a store front of a store called `` <UNK> <UNK> ''
536,FALSO,a microwave oven sitting on top of a counter . a microwave oven sitting on top of a table . a microwave oven sitting on top of a wooden counter .
537,VERDADE,a woman in a red shirt and black tie . a woman in a red shirt and black tie a woman in a red shirt and a tie
538,FALSO,a red fire hydrant in front of a building . a red and white fire hydrant in front of a building . a red fire hydrant in front of a building
539,VERDADE,a group of people standing next to each other . a group of people standing next to each other in a room . a group of people standing next to each other in front of a tv .
540,FALSO,a group of men standing next to each other . a group of people standing next to each other . a group of men standing next to each other in a room .
541,FALSO,a close up of a pair of scissors a close up of a pair of scissors on a table a pair of scissors sitting on top of a table .
542,VERDADE,a young boy holding a toothbrush in his mouth . a young boy is holding a toothbrush in his mouth . a young boy holding a toothbrush in his mouth
543,FALSO,a white bowl filled with pasta and broccoli . a white bowl filled with pasta and vegetables . a bowl of soup with broccoli and a spoon .
544,FALSO,a group of people standing next to each other . a group of people standing around each other . a group of people standing next to each other in a room .
545,VERDADE,a bunch of cars that are parked in a lot a bunch of cars are parked in a lot a bunch of cars are parked in a parking lot
546,FALSO,a group of people walking down a street . a group of people walking down a city street . a group of people walking down a street next to tall buildings .
547,VERDADE,a close up of a street sign with a sky background a close up of a stop sign with a sky background a close up of a sign with a sky background
548,VERDADE,a tall clock tower with a sky background a tall clock tower with a sky in the background a clock tower with a weather vane on top .
549,VERDADE,a piece of cake sitting on top of a white plate . a piece of cake sitting on top of a plate . a piece of cake on a plate with a fork .
550,FALSO,a man is taking a picture of himself in a mirror . a man is taking a picture of himself in a mirror a man is taking a picture of himself in the mirror .
551,VERDADE,a woman wearing a hat and a tie . a man wearing a hat and a tie . a woman wearing a hat and a tie
552,FALSO,a group of people standing around each other . a group of people standing next to each other . a group of people standing next to each other holding wine glasses .
553,VERDADE,a group of people standing next to each other . a group of men standing next to each other . a group of men standing next to each other in a room .
554,VERDADE,a man standing in the grass with a frisbee . a man standing in the grass with a frisbee a man standing in front of a sign that says `` <UNK> '' .
555,VERDADE,a close up of a person holding a frisbee a close up of a plate of food a close up of a person holding a baseball glove
556,FALSO,a black and white photo of a clock a black and white photo of a clock on a wall . a black and white photo of a clock on a wall
557,FALSO,a man in a suit and tie standing in a room . a man in a suit and tie standing in front of a mirror . a man in a suit and tie standing in a room
558,FALSO,a large jetliner sitting on top of an airport tarmac . a large jetliner sitting on top of an airport runway . a large jetliner sitting on top of a runway .
559,FALSO,a collage of photos with a sign on it a collage of photos with a sign on it . a collage of photos with a sign that says <UNK> .
560,VERDADE,a black and white photo of a woman walking a dog . a black and white photo of a woman walking a dog a black and white photo of a man walking a dog
561,FALSO,a group of people standing in front of a building . a group of people standing in front of a store . a group of people standing in front of a large building .
562,FALSO,a group of people sitting around a table . a group of people sitting at a table with laptops . a group of people sitting at a table with wine glasses .
563,FALSO,a person holding an umbrella in the snow . a person holding an umbrella in front of a building . a person holding an umbrella in the snow
564,FALSO,a birthday cake with a train on it a birthday cake with a train on it . a birthday cake with a train on top
565,FALSO,a close up of a vandalized stop sign a close up of a stop sign with graffiti on it a close up of a stop sign with a sticker on it
566,VERDADE,a person holding a toothbrush in their hand . a man holding a toothbrush in his mouth . a man holding a toothbrush in his hand .
567,VERDADE,a person flying a kite in a blue sky . a person flying a kite in a field . a person flying a kite in the sky .
568,VERDADE,a dog laying on a bed with a stuffed animal a dog laying on top of a bed next to a dog . a dog laying on a bed with a stuffed animal .
569,VERDADE,a group of people sitting around a table eating food . a group of people standing around a table with food . a group of people sitting around a table with food .
570,VERDADE,a man standing in a kitchen preparing food . a man standing in a kitchen next to a counter . a man standing in front of a counter in a kitchen .
571,VERDADE,a woman in a white shirt and black shorts playing tennis . a woman in a white shirt and black shorts playing tennis a female tennis player in a white shirt
572,FALSO,a pair of scissors sitting on top of a wooden table . a pair of scissors sitting on top of a table . a pair of scissors sitting on top of a piece of paper .
573,VERDADE,a white stove top oven sitting inside of a kitchen . a black and white photo of a kitchen a black and white photo of a kitchen with a stove
575,VERDADE,a small bird sitting on a window sill . a small bird sitting on a window sill a bird sitting on a window sill looking out .
576,VERDADE,a pair of scissors sitting on top of a table . a close up of a pair of scissors on a table a close up of a pair of scissors
577,FALSO,a man holding a frisbee in his hand . a man holding a frisbee in his hands . a man holding a frisbee in his hand
578,FALSO,a man wearing a bow tie and a bow tie . a man wearing a bow tie and a hat . a man wearing a bow tie and a bow tie
579,FALSO,a man and a woman standing next to each other . a couple of people that are standing in the street a couple of people that are standing in the grass
580,FALSO,a black and white photo of a man and a dog a black and white photo of a man and a dog . a black and white photo of a man and a woman
581,FALSO,two children sitting at a table with a cake . two children sitting at a table with a cake a group of kids sitting at a table with a cake .
582,FALSO,a group of people standing on top of a tennis court . a group of people standing on top of a snow covered field . a group of people standing on top of a field .
583,VERDADE,a close up of a pair of scissors a close up of a person holding a pair of scissors a close up of a pair of scissors on a table
584,VERDADE,a person holding a pair of scissors in their hands . a person is holding a pair of scissors . a person is holding a pair of scissors
585,VERDADE,a group of young men standing next to each other . a group of people standing next to each other . a group of young people standing next to each other .
586,FALSO,a man and a woman standing next to each other . a man and a woman standing in front of a cake . a man and a woman standing next to each other in a kitchen .
587,FALSO,a group of teddy bears sitting on top of each other . a group of teddy bears dressed in costumes . a group of teddy bears sitting on top of a table .
588,FALSO,a picture of a man in a suit and tie . a picture of a man in a suit and tie a man in a suit and tie holding a microphone .
589,FALSO,a group of people standing next to each other . a group of men standing next to each other . a group of people standing around each other .
590,VERDADE,a room filled with lots of tables and chairs . a room filled with lots of wooden tables and chairs . a room filled with lots of furniture and a window .
591,VERDADE,a blender with a bunch of bananas in it a blender with a bunch of bananas in it . a white bowl filled with lots of green liquid .
592,VERDADE,a wooden bench sitting in the middle of a forest . a wooden bench sitting in the middle of a park . a wooden bench sitting in the middle of a field .
593,FALSO,a collage of photos of a person holding a wii remote a collage of photos of a man holding a wii remote a collage of photos of a man holding a wii remote .
594,VERDADE,a man in a suit and tie holding a microphone . a man in a suit and tie holding a microphone a man in a suit and tie standing next to a woman .
595,VERDADE,a little girl in a pink dress holding a pink umbrella . a little girl in a pink dress holding a pink umbrella a little girl in a pink dress holding a blue umbrella .
596,FALSO,a man and a woman posing for a picture . a man and a woman are posing for a picture . a man and a woman posing for a picture
597,VERDADE,a close up of a pair of scissors a close up of a pair of scissors on a table a pair of scissors and a pair of scissors .
598,VERDADE,a white toilet sitting next to a sink . a white toilet sitting next to a white sink . a white toilet sitting next to a sink in a bathroom .
599,FALSO,a group of people standing next to a horse . a group of people standing around a horse . a group of people standing next to horses .
600,FALSO,a birthday cake with a train on it a birthday cake with a train on it . a cake shaped like a train on a table .
601,FALSO,a black and white photo of a man sitting on a bench . a black and white photo of a man sitting on a bench a black and white photo of a man on a bench .
602,FALSO,a young boy holding a skateboard in his hands . a young boy holding a skateboard in his hand . a young boy is holding a skateboard in his hand .
604,VERDADE,a woman holding a teddy bear in her arms . a woman is holding a teddy bear in her arms . a woman holding a teddy bear in her arms
605,VERDADE,a person holding a cell phone in their hand . a person holding a smart phone in their hand . a person holding a cell phone in their hand
606,VERDADE,a close up of a pair of scissors a close up of a nintendo wii game system a close up of a pair of scissors on a table
607,VERDADE,a person holding a red umbrella in a room . a person holding a red umbrella in front of a window . a person holding a red umbrella in a room
608,FALSO,a bunch of different types of scissors on a table . a bunch of bottles of wine sitting on top of a table . a bunch of bottles of wine sitting on a table .
609,VERDADE,a car parked on the side of the road . a car is parked on the side of the road . a car is parked on the side of the road
610,VERDADE,a man is holding a cat and a cat . a man is holding a cat and a cat a man holding a cat in his hand while looking at a cat .
611,FALSO,a man in a hat and hat sitting on a horse . a man in a hat and hat sitting in a field . a man in a hat and hat sitting on a horse
612,VERDADE,a close up of a pair of scissors a pair of scissors sitting on top of a table . a close up of a pair of scissors on a table
613,VERDADE,a man standing next to a fire hydrant . a man standing next to a red fire hydrant . a man standing next to a red fire hydrant
614,FALSO,a black and white photo of a man in a suit and tie a black and white photo of a man in a suit a black and white photo of a man in a suit .
615,FALSO,a picture of a man in a suit and tie . a picture of a man in a suit and tie a picture of a man in a suit .
616,VERDADE,a close up of a person holding a pair of scissors a close up of a pair of scissors a close up of a person holding a skateboard
617,FALSO,a little girl sitting on a bed with a teddy bear . a little girl sitting in a chair with a teddy bear . a little girl sitting on a couch with a teddy bear .
618,FALSO,a view of a building with a clock on it . a view of a building with a clock in the middle . a view of a building with a clock on it
619,FALSO,a man and a woman standing next to each other . a man and woman standing next to each other . a man and woman standing next to each other in a room .
620,VERDADE,a group of people standing on top of a street . a group of people standing on top of a field . a group of people standing on top of a grass covered field .
621,VERDADE,a group of people standing around a cake . a man and a woman standing next to each other . a group of people standing around a table with a cake .
622,VERDADE,a close up of a street sign with a sky background a close up of a street sign with a building in the background a close up of a sign that says <UNK>
623,FALSO,a group of people walking down a street . a group of people walking down a street next to cars . a group of people walking down a street next to traffic .
624,FALSO,a woman sitting on the ground with a snowboard . a woman sitting on the ground with a snowboard a man and a woman sitting on a bench in the snow .
625,VERDADE,a young girl holding a tennis racquet in her hand . a young girl holding a tennis racket in her hand . a young girl holding a tennis racket in her hands .
626,VERDADE,a large building with a large clock tower . a large building with a clock tower in the middle of it . a large building with a clock on the front of it .
627,VERDADE,a group of people standing next to each other . a group of people standing next to each other in front of a building . a group of people standing next to each other in a room .
628,FALSO,a close up of a vase with flowers in it a close up of a vase with a flower in it a close up of a vase with a plant in it
629,VERDADE,a dog laying on a bed with a stuffed animal a dog laying on a bed with a stuffed animal . a dog laying on top of a bed next to a stuffed animal .
630,VERDADE,a group of young people sitting on a bench . a group of young children sitting on a bench . a group of young people sitting on a couch .
631,FALSO,a man is talking on a cell phone in a car . a man is talking on a cell phone in a car a man is talking on a cell phone in the street .
632,FALSO,a woman in a white shirt and a blue tie a woman in a blue shirt and a blue tie a woman in a white shirt and a blue tie .
633,VERDADE,a garden with a lot of plants and plants a garden with a lot of plants and plants in it a garden with a lot of plants and plants .
634,VERDADE,a man is riding a bike with a basket on it . a man is riding a bicycle with a basket on it . a man riding a bike with a basket of bananas on it .
635,VERDADE,a man in a suit and tie posing for a picture . a man in a suit and tie posing for a picture a man in a suit and tie standing in front of a crowd .
636,FALSO,a man in a suit and tie holding a microphone . a man in a suit and tie holding a microphone a man in a suit and tie holding a glass of wine .
637,VERDADE,a desk with two monitors and a keyboard a desk with two monitors and a laptop a desk with two monitors and a keyboard .
638,VERDADE,a close up of a pair of scissors a close up of a pair of scissors on a table a close up of a pair of scissors on a white surface
639,FALSO,a close up of a vase with flowers in it a close up of a vase with a flower in it a close up of a vase with flowers
640,VERDADE,a blue and white plate with some food on it a large white plate with a bunch of food on it . a blue and white plate with some food
641,VERDADE,a red car is parked in a parking lot . a red car is parked on the side of the road . a red car is parked on the side of the street .
642,FALSO,a woman in a red shirt is playing frisbee a woman in a blue shirt is playing frisbee a woman in a red shirt is playing frisbee .
643,VERDADE,a group of people standing next to each other . a group of people standing in a room . a group of people standing next to each other in a room .
644,FALSO,a man in a suit and tie holding a banana . a man in a suit and tie holding a banana a man in a suit and tie is eating a sandwich .
645,VERDADE,a cat laying on a wooden floor next to a window . a cat laying on the floor next to a mirror a cat laying on a wooden floor next to a wall .
646,VERDADE,a couple of women standing next to each other . a woman and a man standing next to each other . a couple of women standing next to each other in a room .
647,VERDADE,a room filled with lots of wooden furniture . a room filled with lots of wooden tables . a room filled with lots of furniture and a window .
648,FALSO,a man is holding a giant pair of scissors a man is holding a giant pair of scissors . a sign that says `` <UNK> '' on it 's side .
649,VERDADE,a man standing in a room holding a wii controller . a man standing in front of a table holding a nintendo wii controller . a man standing in front of a table holding a nintendo wii game controller .
650,FALSO,a birthday cake with a train on it a birthday cake with a train on it . a birthday cake with a train on top of it .
651,FALSO,a man standing on top of a snow covered slope . a man standing on top of a snow covered ski slope . a man standing on top of a snow covered slope with a dog .
652,VERDADE,a red stop sign sitting on the side of a road . a red stop sign sitting on the side of a street . a red stop sign sitting next to a street sign .
653,FALSO,a close up of a stop sign with a sky background a close up of a stop sign with graffiti on it a close up of a stop sign with stickers on it
654,VERDADE,a black and white dog laying on top of a grass covered field . a black and white dog laying on top of a green field . a black and white dog laying on a grass covered field .
655,VERDADE,a group of people sitting on a couch playing video games . a group of people sitting on a couch playing video games a group of people sitting on a couch playing a video game .
656,VERDADE,a group of people standing next to each other . a group of people standing next to each other in a parking lot . a group of people standing next to each other in front of a building .
657,VERDADE,a close up of a tree with a bunch of apples a close up of a tree with a bunch of apples in it a close up of a tree with a bunch of green apples
658,FALSO,a couple of women standing next to each other . a couple of women standing next to each other on a field . a couple of women standing next to each other on a beach .
